JOBS: 
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
Id = 877, Burst Time = 44, Remaining Time = 44, Priority = 2
Id = 892, Burst Time = 54, Remaining Time = 54, Priority = 2
Id = 896, Burst Time = 59, Remaining Time = 59, Priority = 2
Id = 902, Burst Time = 66, Remaining Time = 66, Priority = 2
Id = 903, Burst Time = 71, Remaining Time = 71, Priority = 2
Id = 929, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 930, Burst Time = 62, Remaining Time = 62, Priority = 2
Id = 937, Burst Time = 94, Remaining Time = 94, Priority = 2
Id = 938, Burst Time = 64, Remaining Time = 64, Priority = 2
Id = 952, Burst Time = 80, Remaining Time = 80, Priority = 2
Id = 953, Burst Time = 24, Remaining Time = 24, Priority = 2
Id = 957, Burst Time = 23, Remaining Time = 23, Priority = 2
Id = 961, Burst Time = 2, Remaining Time = 2, Priority = 2
Id = 968, Burst Time = 9, Remaining Time = 9, Priority = 2
Id = 969, Burst Time = 35, Remaining Time = 35, Priority = 2
Id = 975, Burst Time = 31, Remaining Time = 31, Priority = 2
Id = 982, Burst Time = 52, Remaining Time = 52, Priority = 2
Id = 988, Burst Time = 55, Remaining Time = 55, Priority = 2
Id = 13, Burst Time = 45, Remaining Time = 45, Priority = 3
Id = 20, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 27, Burst Time = 63, Remaining Time = 63, Priority = 3
Id = 66, Burst Time = 78, Remaining Time = 78, Priority = 3
Id = 68, Burst Time = 77, Remaining Time = 77, Priority = 3
Id = 76, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 96, Burst Time = 31, Remaining Time = 31, Priority = 3
Id = 101, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 108, Burst Time = 75, Remaining Time = 75, Priority = 3
Id = 109, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 121, Burst Time = 33, Remaining Time = 33, Priority = 3
Id = 142, Burst Time = 71, Remaining Time = 71, Priority = 3
Id = 145, Burst Time = 67, Remaining Time = 67, Priority = 3
Id = 179, Burst Time = 39, Remaining Time = 39, Priority = 3
Id = 193, Burst Time = 3, Remaining Time = 3, Priority = 3
Id = 205, Burst Time = 97, Remaining Time = 97, Priority = 3
Id = 213, Burst Time = 11, Remaining Time = 11, Priority = 3
Id = 227, Burst Time = 35, Remaining Time = 35, Priority = 3
Id = 229, Burst Time = 40, Remaining Time = 40, Priority = 3
Id = 269, Burst Time = 3, Remaining Time = 3, Priority = 3
Id = 278, Burst Time = 6, Remaining Time = 6, Priority = 3
Id = 287, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 290, Burst Time = 64, Remaining Time = 64, Priority = 3
Id = 297, Burst Time = 67, Remaining Time = 67, Priority = 3
Id = 302, Burst Time = 69, Remaining Time = 69, Priority = 3
Id = 326, Burst Time = 10, Remaining Time = 10, Priority = 3
Id = 344, Burst Time = 17, Remaining Time = 17, Priority = 3
Id = 345, Burst Time = 97, Remaining Time = 97, Priority = 3
Id = 347, Burst Time = 66, Remaining Time = 66, Priority = 3
Id = 355, Burst Time = 65, Remaining Time = 65, Priority = 3
Id = 365, Burst Time = 41, Remaining Time = 41, Priority = 3
Id = 368, Burst Time = 70, Remaining Time = 70, Priority = 3
Id = 393, Burst Time = 89, Remaining Time = 89, Priority = 3
Id = 397, Burst Time = 10, Remaining Time = 10, Priority = 3
Id = 406, Burst Time = 33, Remaining Time = 33, Priority = 3
Id = 407, Burst Time = 20, Remaining Time = 20, Priority = 3
Id = 421, Burst Time = 78, Remaining Time = 78, Priority = 3
Id = 425, Burst Time = 60, Remaining Time = 60, Priority = 3
Id = 434, Burst Time = 41, Remaining Time = 41, Priority = 3
Id = 435, Burst Time = 78, Remaining Time = 78, Priority = 3
Id = 456, Burst Time = 13, Remaining Time = 13, Priority = 3
Id = 463, Burst Time = 84, Remaining Time = 84, Priority = 3
Id = 469, Burst Time = 31, Remaining Time = 31, Priority = 3
Id = 492, Burst Time = 69, Remaining Time = 69, Priority = 3
Id = 497, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 510, Burst Time = 79, Remaining Time = 79, Priority = 3
Id = 513, Burst Time = 63, Remaining Time = 63, Priority = 3
Id = 523, Burst Time = 6, Remaining Time = 6, Priority = 3
Id = 543, Burst Time = 62, Remaining Time = 62, Priority = 3
Id = 546, Burst Time = 72, Remaining Time = 72, Priority = 3
Id = 549, Burst Time = 51, Remaining Time = 51, Priority = 3
Id = 551, Burst Time = 29, Remaining Time = 29, Priority = 3
Id = 566, Burst Time = 55, Remaining Time = 55, Priority = 3
Id = 582, Burst Time = 46, Remaining Time = 46, Priority = 3
Id = 584, Burst Time = 10, Remaining Time = 10, Priority = 3
Id = 593, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 595, Burst Time = 18, Remaining Time = 18, Priority = 3
Id = 604, Burst Time = 70, Remaining Time = 70, Priority = 3
Id = 611, Burst Time = 72, Remaining Time = 72, Priority = 3
Id = 623, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 627, Burst Time = 58, Remaining Time = 58, Priority = 3
Id = 628, Burst Time = 62, Remaining Time = 62, Priority = 3
Id = 634, Burst Time = 35, Remaining Time = 35, Priority = 3
Id = 678, Burst Time = 84, Remaining Time = 84, Priority = 3
Id = 684, Burst Time = 9, Remaining Time = 9, Priority = 3
Id = 690, Burst Time = 48, Remaining Time = 48, Priority = 3
Id = 699, Burst Time = 30, Remaining Time = 30, Priority = 3
Id = 720, Burst Time = 90, Remaining Time = 90, Priority = 3
Id = 723, Burst Time = 14, Remaining Time = 14, Priority = 3
Id = 733, Burst Time = 53, Remaining Time = 53, Priority = 3
Id = 757, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 762, Burst Time = 94, Remaining Time = 94, Priority = 3
Id = 765, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 771, Burst Time = 96, Remaining Time = 96, Priority = 3
Id = 781, Burst Time = 64, Remaining Time = 64, Priority = 3
Id = 783, Burst Time = 85, Remaining Time = 85, Priority = 3
Id = 786, Burst Time = 55, Remaining Time = 55, Priority = 3
Id = 795, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 796, Burst Time = 17, Remaining Time = 17, Priority = 3
Id = 811, Burst Time = 76, Remaining Time = 76, Priority = 3
Id = 821, Burst Time = 38, Remaining Time = 38, Priority = 3
Id = 823, Burst Time = 68, Remaining Time = 68, Priority = 3
Id = 826, Burst Time = 42, Remaining Time = 42, Priority = 3
Id = 828, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 831, Burst Time = 21, Remaining Time = 21, Priority = 3
Id = 863, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 870, Burst Time = 51, Remaining Time = 51, Priority = 3
Id = 873, Burst Time = 77, Remaining Time = 77, Priority = 3
Id = 876, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 881, Burst Time = 65, Remaining Time = 65, Priority = 3
Id = 883, Burst Time = 74, Remaining Time = 74, Priority = 3
Id = 900, Burst Time = 33, Remaining Time = 33, Priority = 3
Id = 910, Burst Time = 49, Remaining Time = 49, Priority = 3
Id = 916, Burst Time = 79, Remaining Time = 79, Priority = 3
Id = 939, Burst Time = 60, Remaining Time = 60, Priority = 3
Id = 940, Burst Time = 22, Remaining Time = 22, Priority = 3
Id = 946, Burst Time = 51, Remaining Time = 51, Priority = 3
Id = 949, Burst Time = 4, Remaining Time = 4, Priority = 3
Id = 984, Burst Time = 92, Remaining Time = 92, Priority = 3
Id = 999, Burst Time = 38, Remaining Time = 38, Priority = 3
Id = 23, Burst Time = 60, Remaining Time = 60, Priority = 4
Id = 38, Burst Time = 57, Remaining Time = 57, Priority = 4
Id = 42, Burst Time = 15, Remaining Time = 15, Priority = 4
Id = 69, Burst Time = 78, Remaining Time = 78, Priority = 4
Id = 84, Burst Time = 45, Remaining Time = 45, Priority = 4
Id = 85, Burst Time = 61, Remaining Time = 61, Priority = 4
Id = 100, Burst Time = 21, Remaining Time = 21, Priority = 4
Id = 116, Burst Time = 88, Remaining Time = 88, Priority = 4
Id = 118, Burst Time = 73, Remaining Time = 73, Priority = 4
Id = 134, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 141, Burst Time = 98, Remaining Time = 98, Priority = 4
Id = 150, Burst Time = 98, Remaining Time = 98, Priority = 4
Id = 164, Burst Time = 55, Remaining Time = 55, Priority = 4
Id = 170, Burst Time = 64, Remaining Time = 64, Priority = 4
Id = 173, Burst Time = 70, Remaining Time = 70, Priority = 4
Id = 185, Burst Time = 51, Remaining Time = 51, Priority = 4
Id = 190, Burst Time = 99, Remaining Time = 99, Priority = 4
Id = 194, Burst Time = 77, Remaining Time = 77, Priority = 4
Id = 207, Burst Time = 4, Remaining Time = 4, Priority = 4
Id = 222, Burst Time = 37, Remaining Time = 37, Priority = 4
Id = 233, Burst Time = 69, Remaining Time = 69, Priority = 4
Id = 237, Burst Time = 95, Remaining Time = 95, Priority = 4
Id = 245, Burst Time = 48, Remaining Time = 48, Priority = 4
Id = 256, Burst Time = 42, Remaining Time = 42, Priority = 4
Id = 263, Burst Time = 97, Remaining Time = 97, Priority = 4
Id = 276, Burst Time = 55, Remaining Time = 55, Priority = 4
Id = 281, Burst Time = 35, Remaining Time = 35, Priority = 4
Id = 292, Burst Time = 13, Remaining Time = 13, Priority = 4
Id = 303, Burst Time = 8, Remaining Time = 8, Priority = 4
Id = 319, Burst Time = 27, Remaining Time = 27, Priority = 4
Id = 325, Burst Time = 33, Remaining Time = 33, Priority = 4
Id = 328, Burst Time = 67, Remaining Time = 67, Priority = 4
Id = 335, Burst Time = 60, Remaining Time = 60, Priority = 4
Id = 337, Burst Time = 48, Remaining Time = 48, Priority = 4
Id = 343, Burst Time = 61, Remaining Time = 61, Priority = 4
Id = 346, Burst Time = 63, Remaining Time = 63, Priority = 4
Id = 362, Burst Time = 19, Remaining Time = 19, Priority = 4
Id = 381, Burst Time = 69, Remaining Time = 69, Priority = 4
Id = 388, Burst Time = 83, Remaining Time = 83, Priority = 4
Id = 390, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 392, Burst Time = 55, Remaining Time = 55, Priority = 4
Id = 399, Burst Time = 68, Remaining Time = 68, Priority = 4
Id = 418, Burst Time = 44, Remaining Time = 44, Priority = 4
Id = 422, Burst Time = 96, Remaining Time = 96, Priority = 4
Id = 430, Burst Time = 27, Remaining Time = 27, Priority = 4
Id = 500, Burst Time = 24, Remaining Time = 24, Priority = 4
Id = 501, Burst Time = 14, Remaining Time = 14, Priority = 4
Id = 512, Burst Time = 25, Remaining Time = 25, Priority = 4
Id = 528, Burst Time = 89, Remaining Time = 89, Priority = 4
Id = 535, Burst Time = 87, Remaining Time = 87, Priority = 4
Id = 536, Burst Time = 18, Remaining Time = 18, Priority = 4
Id = 558, Burst Time = 75, Remaining Time = 75, Priority = 4
Id = 559, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 560, Burst Time = 17, Remaining Time = 17, Priority = 4
Id = 562, Burst Time = 96, Remaining Time = 96, Priority = 4
Id = 583, Burst Time = 69, Remaining Time = 69, Priority = 4
Id = 589, Burst Time = 18, Remaining Time = 18, Priority = 4
Id = 615, Burst Time = 90, Remaining Time = 90, Priority = 4
Id = 620, Burst Time = 49, Remaining Time = 49, Priority = 4
Id = 625, Burst Time = 23, Remaining Time = 23, Priority = 4
Id = 630, Burst Time = 30, Remaining Time = 30, Priority = 4
Id = 653, Burst Time = 15, Remaining Time = 15, Priority = 4
Id = 656, Burst Time = 59, Remaining Time = 59, Priority = 4
Id = 659, Burst Time = 67, Remaining Time = 67, Priority = 4
Id = 661, Burst Time = 84, Remaining Time = 84, Priority = 4
Id = 694, Burst Time = 68, Remaining Time = 68, Priority = 4
Id = 703, Burst Time = 26, Remaining Time = 26, Priority = 4
Id = 705, Burst Time = 71, Remaining Time = 71, Priority = 4
Id = 721, Burst Time = 73, Remaining Time = 73, Priority = 4
Id = 726, Burst Time = 95, Remaining Time = 95, Priority = 4
Id = 740, Burst Time = 66, Remaining Time = 66, Priority = 4
Id = 760, Burst Time = 87, Remaining Time = 87, Priority = 4
Id = 763, Burst Time = 28, Remaining Time = 28, Priority = 4
Id = 767, Burst Time = 46, Remaining Time = 46, Priority = 4
Id = 772, Burst Time = 56, Remaining Time = 56, Priority = 4
Id = 773, Burst Time = 56, Remaining Time = 56, Priority = 4
Id = 798, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 824, Burst Time = 14, Remaining Time = 14, Priority = 4
Id = 825, Burst Time = 51, Remaining Time = 51, Priority = 4
Id = 833, Burst Time = 5, Remaining Time = 5, Priority = 4
Id = 844, Burst Time = 19, Remaining Time = 19, Priority = 4
Id = 845, Burst Time = 70, Remaining Time = 70, Priority = 4
Id = 862, Burst Time = 62, Remaining Time = 62, Priority = 4
Id = 886, Burst Time = 51, Remaining Time = 51, Priority = 4
Id = 906, Burst Time = 9, Remaining Time = 9, Priority = 4
Id = 947, Burst Time = 96, Remaining Time = 96, Priority = 4
Id = 955, Burst Time = 2, Remaining Time = 2, Priority = 4
Id = 958, Burst Time = 51, Remaining Time = 51, Priority = 4
Id = 967, Burst Time = 22, Remaining Time = 22, Priority = 4
Id = 973, Burst Time = 88, Remaining Time = 88, Priority = 4
Id = 974, Burst Time = 42, Remaining Time = 42, Priority = 4
Id = 978, Burst Time = 25, Remaining Time = 25, Priority = 4
Id = 980, Burst Time = 23, Remaining Time = 23, Priority = 4
Id = 1, Burst Time = 73, Remaining Time = 73, Priority = 5
Id = 2, Burst Time = 24, Remaining Time = 24, Priority = 5
Id = 14, Burst Time = 92, Remaining Time = 92, Priority = 5
Id = 30, Burst Time = 16, Remaining Time = 16, Priority = 5
Id = 32, Burst Time = 84, Remaining Time = 84, Priority = 5
Id = 35, Burst Time = 1, Remaining Time = 1, Priority = 5
Id = 36, Burst Time = 10, Remaining Time = 10, Priority = 5
Id = 63, Burst Time = 94, Remaining Time = 94, Priority = 5
Id = 67, Burst Time = 88, Remaining Time = 88, Priority = 5
Id = 74, Burst Time = 26, Remaining Time = 26, Priority = 5
Id = 77, Burst Time = 87, Remaining Time = 87, Priority = 5
Id = 79, Burst Time = 41, Remaining Time = 41, Priority = 5
Id = 88, Burst Time = 36, Remaining Time = 36, Priority = 5
Id = 94, Burst Time = 54, Remaining Time = 54, Priority = 5
Id = 111, Burst Time = 47, Remaining Time = 47, Priority = 5
Id = 127, Burst Time = 53, Remaining Time = 53, Priority = 5
Id = 130, Burst Time = 70, Remaining Time = 70, Priority = 5
Id = 147, Burst Time = 27, Remaining Time = 27, Priority = 5
Id = 162, Burst Time = 14, Remaining Time = 14, Priority = 5
Id = 176, Burst Time = 95, Remaining Time = 95, Priority = 5
Id = 184, Burst Time = 40, Remaining Time = 40, Priority = 5
Id = 188, Burst Time = 43, Remaining Time = 43, Priority = 5
Id = 191, Burst Time = 95, Remaining Time = 95, Priority = 5
Id = 216, Burst Time = 46, Remaining Time = 46, Priority = 5
Id = 239, Burst Time = 84, Remaining Time = 84, Priority = 5
Id = 244, Burst Time = 76, Remaining Time = 76, Priority = 5
Id = 254, Burst Time = 16, Remaining Time = 16, Priority = 5
Id = 272, Burst Time = 7, Remaining Time = 7, Priority = 5
Id = 308, Burst Time = 39, Remaining Time = 39, Priority = 5
Id = 315, Burst Time = 99, Remaining Time = 99, Priority = 5
Id = 324, Burst Time = 70, Remaining Time = 70, Priority = 5
Id = 332, Burst Time = 82, Remaining Time = 82, Priority = 5
Id = 336, Burst Time = 35, Remaining Time = 35, Priority = 5
Id = 349, Burst Time = 73, Remaining Time = 73, Priority = 5
Id = 353, Burst Time = 72, Remaining Time = 72, Priority = 5
Id = 360, Burst Time = 66, Remaining Time = 66, Priority = 5
Id = 364, Burst Time = 49, Remaining Time = 49, Priority = 5
Id = 376, Burst Time = 30, Remaining Time = 30, Priority = 5
Id = 391, Burst Time = 31, Remaining Time = 31, Priority = 5
Id = 401, Burst Time = 94, Remaining Time = 94, Priority = 5
Id = 414, Burst Time = 16, Remaining Time = 16, Priority = 5
Id = 428, Burst Time = 89, Remaining Time = 89, Priority = 5
Id = 437, Burst Time = 1, Remaining Time = 1, Priority = 5
Id = 438, Burst Time = 50, Remaining Time = 50, Priority = 5
Id = 443, Burst Time = 71, Remaining Time = 71, Priority = 5
Id = 459, Burst Time = 70, Remaining Time = 70, Priority = 5
Id = 466, Burst Time = 43, Remaining Time = 43, Priority = 5
Id = 467, Burst Time = 23, Remaining Time = 23, Priority = 5
Id = 486, Burst Time = 81, Remaining Time = 81, Priority = 5
Id = 488, Burst Time = 69, Remaining Time = 69, Priority = 5
Id = 489, Burst Time = 94, Remaining Time = 94, Priority = 5
Id = 495, Burst Time = 43, Remaining Time = 43, Priority = 5
Id = 496, Burst Time = 60, Remaining Time = 60, Priority = 5
Id = 529, Burst Time = 39, Remaining Time = 39, Priority = 5
Id = 539, Burst Time = 38, Remaining Time = 38, Priority = 5
Id = 544, Burst Time = 27, Remaining Time = 27, Priority = 5
Id = 545, Burst Time = 95, Remaining Time = 95, Priority = 5
Id = 548, Burst Time = 97, Remaining Time = 97, Priority = 5
Id = 568, Burst Time = 17, Remaining Time = 17, Priority = 5
Id = 579, Burst Time = 56, Remaining Time = 56, Priority = 5
Id = 617, Burst Time = 14, Remaining Time = 14, Priority = 5
Id = 618, Burst Time = 69, Remaining Time = 69, Priority = 5
Id = 633, Burst Time = 45, Remaining Time = 45, Priority = 5
Id = 644, Burst Time = 6, Remaining Time = 6, Priority = 5
Id = 648, Burst Time = 40, Remaining Time = 40, Priority = 5
Id = 664, Burst Time = 42, Remaining Time = 42, Priority = 5
Id = 666, Burst Time = 92, Remaining Time = 92, Priority = 5
Id = 668, Burst Time = 33, Remaining Time = 33, Priority = 5
Id = 672, Burst Time = 11, Remaining Time = 11, Priority = 5
Id = 691, Burst Time = 56, Remaining Time = 56, Priority = 5
Id = 695, Burst Time = 79, Remaining Time = 79, Priority = 5
Id = 711, Burst Time = 77, Remaining Time = 77, Priority = 5
Id = 728, Burst Time = 9, Remaining Time = 9, Priority = 5
Id = 748, Burst Time = 83, Remaining Time = 83, Priority = 5
Id = 774, Burst Time = 69, Remaining Time = 69, Priority = 5
Id = 780, Burst Time = 38, Remaining Time = 38, Priority = 5
Id = 792, Burst Time = 10, Remaining Time = 10, Priority = 5
Id = 801, Burst Time = 35, Remaining Time = 35, Priority = 5
Id = 829, Burst Time = 81, Remaining Time = 81, Priority = 5
Id = 848, Burst Time = 89, Remaining Time = 89, Priority = 5
Id = 857, Burst Time = 31, Remaining Time = 31, Priority = 5
Id = 875, Burst Time = 23, Remaining Time = 23, Priority = 5
Id = 878, Burst Time = 35, Remaining Time = 35, Priority = 5
Id = 897, Burst Time = 54, Remaining Time = 54, Priority = 5
Id = 911, Burst Time = 86, Remaining Time = 86, Priority = 5
Id = 924, Burst Time = 97, Remaining Time = 97, Priority = 5
Id = 928, Burst Time = 57, Remaining Time = 57, Priority = 5
Id = 942, Burst Time = 11, Remaining Time = 11, Priority = 5
Id = 954, Burst Time = 62, Remaining Time = 62, Priority = 5
Id = 977, Burst Time = 32, Remaining Time = 32, Priority = 5
Id = 993, Burst Time = 28, Remaining Time = 28, Priority = 5
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
Id = 7, Burst Time = 96, Remaining Time = 96, Priority = 6
Id = 8, Burst Time = 43, Remaining Time = 43, Priority = 6
Id = 9, Burst Time = 80, Remaining Time = 80, Priority = 6
Id = 18, Burst Time = 74, Remaining Time = 74, Priority = 6
Id = 25, Burst Time = 75, Remaining Time = 75, Priority = 6
Id = 48, Burst Time = 17, Remaining Time = 17, Priority = 6
Id = 55, Burst Time = 17, Remaining Time = 17, Priority = 6
Id = 65, Burst Time = 22, Remaining Time = 22, Priority = 6
Id = 86, Burst Time = 60, Remaining Time = 60, Priority = 6
Id = 89, Burst Time = 10, Remaining Time = 10, Priority = 6
Id = 107, Burst Time = 93, Remaining Time = 93, Priority = 6
Id = 114, Burst Time = 57, Remaining Time = 57, Priority = 6
Id = 128, Burst Time = 22, Remaining Time = 22, Priority = 6
Id = 129, Burst Time = 53, Remaining Time = 53, Priority = 6
Id = 131, Burst Time = 51, Remaining Time = 51, Priority = 6
Id = 135, Burst Time = 64, Remaining Time = 64, Priority = 6
Id = 144, Burst Time = 3, Remaining Time = 3, Priority = 6
Id = 148, Burst Time = 21, Remaining Time = 21, Priority = 6
Id = 153, Burst Time = 25, Remaining Time = 25, Priority = 6
Id = 183, Burst Time = 19, Remaining Time = 19, Priority = 6
Id = 187, Burst Time = 34, Remaining Time = 34, Priority = 6
Id = 197, Burst Time = 8, Remaining Time = 8, Priority = 6
Id = 208, Burst Time = 47, Remaining Time = 47, Priority = 6
Id = 210, Burst Time = 42, Remaining Time = 42, Priority = 6
Id = 217, Burst Time = 9, Remaining Time = 9, Priority = 6
Id = 257, Burst Time = 43, Remaining Time = 43, Priority = 6
Id = 261, Burst Time = 78, Remaining Time = 78, Priority = 6
Id = 262, Burst Time = 5, Remaining Time = 5, Priority = 6
Id = 271, Burst Time = 48, Remaining Time = 48, Priority = 6
Id = 280, Burst Time = 8, Remaining Time = 8, Priority = 6
Id = 316, Burst Time = 41, Remaining Time = 41, Priority = 6
Id = 359, Burst Time = 35, Remaining Time = 35, Priority = 6
Id = 369, Burst Time = 61, Remaining Time = 61, Priority = 6
Id = 372, Burst Time = 11, Remaining Time = 11, Priority = 6
Id = 379, Burst Time = 33, Remaining Time = 33, Priority = 6
Id = 394, Burst Time = 60, Remaining Time = 60, Priority = 6
Id = 404, Burst Time = 62, Remaining Time = 62, Priority = 6
Id = 409, Burst Time = 22, Remaining Time = 22, Priority = 6
Id = 413, Burst Time = 10, Remaining Time = 10, Priority = 6
Id = 447, Burst Time = 52, Remaining Time = 52, Priority = 6
Id = 451, Burst Time = 88, Remaining Time = 88, Priority = 6
Id = 454, Burst Time = 17, Remaining Time = 17, Priority = 6
Id = 457, Burst Time = 16, Remaining Time = 16, Priority = 6
Id = 473, Burst Time = 67, Remaining Time = 67, Priority = 6
Id = 480, Burst Time = 7, Remaining Time = 7, Priority = 6
Id = 484, Burst Time = 67, Remaining Time = 67, Priority = 6
Id = 506, Burst Time = 95, Remaining Time = 95, Priority = 6
Id = 511, Burst Time = 76, Remaining Time = 76, Priority = 6
Id = 518, Burst Time = 52, Remaining Time = 52, Priority = 6
Id = 525, Burst Time = 60, Remaining Time = 60, Priority = 6
Id = 532, Burst Time = 15, Remaining Time = 15, Priority = 6
Id = 533, Burst Time = 66, Remaining Time = 66, Priority = 6
Id = 537, Burst Time = 31, Remaining Time = 31, Priority = 6
Id = 550, Burst Time = 5, Remaining Time = 5, Priority = 6
Id = 552, Burst Time = 11, Remaining Time = 11, Priority = 6
Id = 564, Burst Time = 35, Remaining Time = 35, Priority = 6
Id = 567, Burst Time = 58, Remaining Time = 58, Priority = 6
Id = 575, Burst Time = 20, Remaining Time = 20, Priority = 6
Id = 607, Burst Time = 88, Remaining Time = 88, Priority = 6
Id = 642, Burst Time = 74, Remaining Time = 74, Priority = 6
Id = 651, Burst Time = 53, Remaining Time = 53, Priority = 6
Id = 652, Burst Time = 59, Remaining Time = 59, Priority = 6
Id = 654, Burst Time = 15, Remaining Time = 15, Priority = 6
Id = 658, Burst Time = 49, Remaining Time = 49, Priority = 6
Id = 670, Burst Time = 12, Remaining Time = 12, Priority = 6
Id = 675, Burst Time = 10, Remaining Time = 10, Priority = 6
Id = 677, Burst Time = 61, Remaining Time = 61, Priority = 6
Id = 679, Burst Time = 53, Remaining Time = 53, Priority = 6
Id = 709, Burst Time = 3, Remaining Time = 3, Priority = 6
Id = 722, Burst Time = 45, Remaining Time = 45, Priority = 6
Id = 727, Burst Time = 23, Remaining Time = 23, Priority = 6
Id = 742, Burst Time = 92, Remaining Time = 92, Priority = 6
Id = 747, Burst Time = 41, Remaining Time = 41, Priority = 6
Id = 750, Burst Time = 95, Remaining Time = 95, Priority = 6
Id = 753, Burst Time = 82, Remaining Time = 82, Priority = 6
Id = 761, Burst Time = 6, Remaining Time = 6, Priority = 6
Id = 775, Burst Time = 51, Remaining Time = 51, Priority = 6
Id = 776, Burst Time = 3, Remaining Time = 3, Priority = 6
Id = 777, Burst Time = 31, Remaining Time = 31, Priority = 6
Id = 782, Burst Time = 95, Remaining Time = 95, Priority = 6
Id = 785, Burst Time = 58, Remaining Time = 58, Priority = 6
Id = 788, Burst Time = 4, Remaining Time = 4, Priority = 6
Id = 791, Burst Time = 24, Remaining Time = 24, Priority = 6
Id = 794, Burst Time = 9, Remaining Time = 9, Priority = 6
Id = 802, Burst Time = 75, Remaining Time = 75, Priority = 6
Id = 815, Burst Time = 75, Remaining Time = 75, Priority = 6
Id = 816, Burst Time = 26, Remaining Time = 26, Priority = 6
Id = 839, Burst Time = 16, Remaining Time = 16, Priority = 6
Id = 858, Burst Time = 34, Remaining Time = 34, Priority = 6
Id = 859, Burst Time = 4, Remaining Time = 4, Priority = 6
Id = 872, Burst Time = 38, Remaining Time = 38, Priority = 6
Id = 880, Burst Time = 69, Remaining Time = 69, Priority = 6
Id = 890, Burst Time = 86, Remaining Time = 86, Priority = 6
Id = 909, Burst Time = 47, Remaining Time = 47, Priority = 6
Id = 915, Burst Time = 86, Remaining Time = 86, Priority = 6
Id = 917, Burst Time = 77, Remaining Time = 77, Priority = 6
Id = 921, Burst Time = 50, Remaining Time = 50, Priority = 6
Id = 926, Burst Time = 21, Remaining Time = 21, Priority = 6
Id = 963, Burst Time = 46, Remaining Time = 46, Priority = 6
Id = 966, Burst Time = 14, Remaining Time = 14, Priority = 6
Id = 981, Burst Time = 29, Remaining Time = 29, Priority = 6
Id = 997, Burst Time = 65, Remaining Time = 65, Priority = 6
Id = 5, Burst Time = 42, Remaining Time = 42, Priority = 7
Id = 17, Burst Time = 96, Remaining Time = 96, Priority = 7
Id = 22, Burst Time = 78, Remaining Time = 78, Priority = 7
Id = 31, Burst Time = 60, Remaining Time = 60, Priority = 7
Id = 34, Burst Time = 5, Remaining Time = 5, Priority = 7
Id = 37, Burst Time = 12, Remaining Time = 12, Priority = 7
Id = 61, Burst Time = 82, Remaining Time = 82, Priority = 7
Id = 64, Burst Time = 55, Remaining Time = 55, Priority = 7
Id = 92, Burst Time = 15, Remaining Time = 15, Priority = 7
Id = 95, Burst Time = 45, Remaining Time = 45, Priority = 7
Id = 106, Burst Time = 88, Remaining Time = 88, Priority = 7
Id = 117, Burst Time = 53, Remaining Time = 53, Priority = 7
Id = 133, Burst Time = 60, Remaining Time = 60, Priority = 7
Id = 152, Burst Time = 52, Remaining Time = 52, Priority = 7
Id = 159, Burst Time = 31, Remaining Time = 31, Priority = 7
Id = 166, Burst Time = 3, Remaining Time = 3, Priority = 7
Id = 192, Burst Time = 42, Remaining Time = 42, Priority = 7
Id = 211, Burst Time = 67, Remaining Time = 67, Priority = 7
Id = 214, Burst Time = 97, Remaining Time = 97, Priority = 7
Id = 223, Burst Time = 36, Remaining Time = 36, Priority = 7
Id = 226, Burst Time = 18, Remaining Time = 18, Priority = 7
Id = 235, Burst Time = 13, Remaining Time = 13, Priority = 7
Id = 251, Burst Time = 94, Remaining Time = 94, Priority = 7
Id = 255, Burst Time = 54, Remaining Time = 54, Priority = 7
Id = 258, Burst Time = 83, Remaining Time = 83, Priority = 7
Id = 270, Burst Time = 44, Remaining Time = 44, Priority = 7
Id = 282, Burst Time = 75, Remaining Time = 75, Priority = 7
Id = 284, Burst Time = 56, Remaining Time = 56, Priority = 7
Id = 289, Burst Time = 54, Remaining Time = 54, Priority = 7
Id = 304, Burst Time = 83, Remaining Time = 83, Priority = 7
Id = 309, Burst Time = 78, Remaining Time = 78, Priority = 7
